sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
7245;SDS011;3664;51.216;3.220;2018-04-26T00:02:18;38.83;;;5.23;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:04:46;36.70;;;5.53;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:07:13;28.43;;;4.40;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:09:39;34.33;;;5.97;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:12:07;38.53;;;5.40;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:14:33;36.03;;;5.47;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:17:00;33.73;;;5.90;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:19:27;25.57;;;4.83;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:21:53;18.67;;;4.23;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:24:20;45.53;;;8.10;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:26:48;36.07;;;6.00;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:29:14;34.43;;;5.30;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:31:41;42.13;;;6.33;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:34:08;35.67;;;6.37;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:36:34;33.37;;;4.67;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:39:03;38.50;;;6.20;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:41:29;43.10;;;6.00;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:43:55;43.53;;;5.40;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:46:23;30.87;;;5.93;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:48:49;32.23;;;5.00;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:53:55;39.40;;;6.00;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:56:22;29.07;;;5.63;;
7245;SDS011;3664;51.216;3.220;2018-04-26T00:58:50;21.90;;;4.60;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:01:16;29.60;;;5.73;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:03:43;51.27;;;4.83;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:06:10;19.27;;;4.50;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:08:37;34.37;;;6.03;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:11:03;28.43;;;4.63;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:13:30;25.33;;;5.40;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:15:57;30.37;;;4.37;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:18:24;15.77;;;4.17;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:20:51;22.73;;;3.60;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:23:17;22.93;;;3.90;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:25:45;26.00;;;4.00;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:28:12;19.60;;;4.23;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:30:39;21.50;;;3.13;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:33:06;28.60;;;4.60;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:35:33;21.83;;;3.50;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:38:00;27.20;;;5.00;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:40:27;21.33;;;3.87;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:42:53;22.80;;;4.80;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:45:20;30.03;;;4.80;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:47:47;34.83;;;4.80;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:50:13;25.67;;;5.37;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:52:40;37.47;;;5.33;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:55:07;32.53;;;4.60;;
7245;SDS011;3664;51.216;3.220;2018-04-26T01:57:33;25.20;;;4.50;;
