sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
7245;SDS011;3664;51.216;3.220;2018-08-20T00:01:53;30.53;;;15.63;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:04:20;34.50;;;18.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:06:49;39.60;;;18.30;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:11:58;35.67;;;18.77;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:14:26;33.03;;;17.20;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:16:53;29.93;;;16.70;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:19:21;33.83;;;17.80;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:21:49;30.93;;;17.90;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:24:16;35.10;;;18.53;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:26:44;38.40;;;18.97;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:29:11;36.77;;;18.17;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:31:39;32.53;;;17.60;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:34:06;31.47;;;17.37;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:36:34;38.57;;;18.90;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:39:02;32.60;;;18.70;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:41:30;38.20;;;17.50;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:43:58;33.53;;;17.83;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:46:25;36.47;;;18.93;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:48:53;38.90;;;19.97;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:51:20;34.53;;;19.13;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:53:48;36.33;;;17.90;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:56:16;32.70;;;18.90;;
7245;SDS011;3664;51.216;3.220;2018-08-20T00:58:43;34.60;;;18.47;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:01:11;33.50;;;18.43;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:03:38;37.60;;;20.30;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:06:06;31.00;;;18.20;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:08:33;36.43;;;20.93;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:11:01;34.07;;;19.33;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:13:28;37.63;;;20.20;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:15:56;36.93;;;19.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:18:23;46.83;;;20.93;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:20:51;41.53;;;22.77;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:23:18;35.70;;;20.33;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:25:46;41.83;;;22.13;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:28:13;34.97;;;19.07;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:30:41;37.73;;;21.17;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:33:08;39.93;;;21.13;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:35:42;40.13;;;22.50;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:38:10;52.97;;;25.07;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:40:37;46.40;;;23.07;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:43:05;36.97;;;22.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:45:32;40.10;;;23.40;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:48:00;38.20;;;21.57;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:50:27;40.77;;;22.60;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:52:55;40.60;;;22.87;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:55:22;45.07;;;22.00;;
7245;SDS011;3664;51.216;3.220;2018-08-20T01:57:50;48.47;;;24.60;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:00:17;37.40;;;21.93;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:02:45;39.07;;;20.63;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:05:25;40.00;;;23.27;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:07:52;43.77;;;22.30;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:10:20;41.93;;;23.77;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:12:47;43.57;;;21.97;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:15:15;41.37;;;22.43;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:17:42;38.67;;;22.17;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:20:10;43.80;;;22.70;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:22:37;39.33;;;21.30;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:25:05;51.70;;;22.27;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:27:32;47.87;;;23.47;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:30:00;48.10;;;24.33;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:32:28;52.90;;;22.83;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:34:55;47.70;;;24.40;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:37:24;46.10;;;23.40;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:39:56;46.17;;;26.00;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:42:24;57.97;;;25.50;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:44:51;41.40;;;24.10;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:47:19;39.93;;;23.23;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:49:46;51.60;;;25.23;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:52:14;51.60;;;24.60;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:54:41;44.80;;;24.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:57:09;48.53;;;25.70;;
7245;SDS011;3664;51.216;3.220;2018-08-20T02:59:37;53.30;;;24.33;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:02:04;41.53;;;23.20;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:04:32;43.53;;;22.07;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:06:59;46.37;;;23.10;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:09:27;41.00;;;22.80;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:11:55;43.50;;;22.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:14:22;37.00;;;20.80;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:16:50;42.70;;;21.83;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:19:17;51.20;;;23.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:21:45;43.63;;;21.53;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:24:12;41.00;;;22.27;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:26:40;36.17;;;20.47;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:29:07;38.07;;;19.23;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:31:35;36.00;;;19.73;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:34:02;36.83;;;21.47;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:36:30;40.73;;;20.77;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:38:58;40.17;;;21.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:41:25;48.73;;;20.83;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:43:53;49.67;;;22.77;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:46:20;47.07;;;22.10;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:48:48;43.80;;;20.23;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:51:15;37.70;;;20.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:53:43;36.93;;;19.23;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:56:11;45.37;;;22.13;;
7245;SDS011;3664;51.216;3.220;2018-08-20T03:58:38;38.63;;;19.80;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:01:06;51.80;;;22.50;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:03:33;46.33;;;21.83;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:06:01;42.23;;;21.87;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:08:28;47.40;;;18.47;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:10:56;44.00;;;20.17;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:13:24;47.67;;;19.90;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:15:51;42.83;;;19.97;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:18:19;38.57;;;19.20;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:20:46;37.93;;;18.57;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:23:14;54.20;;;21.33;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:25:41;50.43;;;20.40;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:28:09;41.30;;;19.60;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:30:36;38.53;;;18.87;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:33:04;42.23;;;20.13;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:35:32;44.33;;;20.67;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:37:59;49.90;;;19.93;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:40:27;40.83;;;20.30;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:42:54;38.43;;;18.97;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:45:22;40.03;;;19.33;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:47:49;49.40;;;19.60;;
7245;SDS011;3664;51.216;3.220;2018-08-20T04:50:17;43.20;;;20.83;;
